	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
42	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.116	2501	64	47	14	3	0	0	0	0	0	2292448	2191872	1209944	473940	0	0	0	0	0	64	214032	2292448	53783	34063	13	26	0.0	o__Clostridiales (UID1212)	172	263	149	33	229	1	0	0	0	85.64	0.67	0.0	44.0	2	1	1	Anaerostipes_hadrus	100.0	2.29	Anaerostipes_hadrus	64.9454548151147	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.116	Nanopore_metaflye	bin.116.fa	Nanopore	2.0	1.0	1.0	1075.5	2878.0	100.0	
43	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.117	3515	4	4	4	3	3	2	1	1	0	4143617	4143617	4143617	4044982	4044982	3716926	2966724	2966724	0	4	2966724	4143617	2966724	750202	1	2	0.0	o__Bacteroidales (UID2657)	160	492	269	4	480	8	0	0	0	98.76	2.23	62.5	79.0	7	7	7	Bacteroides_vulgatus	100.0	4.14	Bacteroides_vulgatus	421.26031604755	complete	Metabat2	A_Nanopore_metaflye+polish	bin.117	Nanopore_metaflye	bin.117.fa	Nanopore	1.0	1.0	1.0	1527.0	2877.0	106.0	
44	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.3	2576	2	2	2	2	1	1	1	1	0	2911622	2911622	2911622	2911622	2697859	2697859	2697859	2697859	0	2	2697859	2911622	2697859	2697859	1	1	0.0	o__Clostridiales (UID1226)	155	278	158	12	266	0	0	0	0	95.57	0.0	0.0	61.0	6	7	6	Lachnospiraceae_bacterium	100.0	2.91	Lachnospiraceae_bacterium	313.137949912454	complete	Metabat2	A_Nanopore_metaflye+polish	bin.3	Nanopore_metaflye	bin.3.fa	Nanopore	1.0	1.0	1.0	1528.0	2886.0	97.0	
45	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.30	2677	17	17	12	9	4	1	0	0	0	2700898	2700898	2549531	2281507	1477218	565528	0	0	0	17	565528	2700898	254191	174217	4	7	0.0	o__Clostridiales (UID1226)	155	278	158	29	246	3	0	0	0	90.93	1.9	100.0	59.0	4	3	4	Lachnospiraceae_bacterium	37.466	2.7	Lachnospiraceae	86.5028694160239	complete	Metabat2	A_Nanopore_metaflye+polish	bin.30	Nanopore_metaflye	bin.30.fa	Nanopore	1.0	1.0	2.0	1528.0	2880.0	96.5	
46	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.33	2366	1	1	1	1	1	1	1	1	0	2605174	2605174	2605174	2605174	2605174	2605174	2605174	2605174	0	1	2605174	2605174	2605174	2605174	1	1	0.0	o__Selenomonadales (UID1024)	64	334	167	0	332	2	0	0	0	100.0	0.8	0.0	67.0	7	7	7	Megasphaera_elsdenii	100.0	2.61	Megasphaera_elsdenii	1253.89023727398	complete	Metabat2	A_Nanopore_metaflye+polish	bin.33	Nanopore_metaflye	bin.33.fa	Nanopore	1.0	1.0	1.0	1559.0	2908.0	110.0	
47	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.39	3833	16	15	13	10	5	3	0	0	0	4087505	4079702	4024060	3801593	3009665	2315629	0	0	0	16	917309	4087505	518936	198775	3	6	0.22	k__Bacteria (UID2569)	434	278	186	5	271	2	0	0	0	97.58	1.08	50.0	56.0	5	5	5	Butyricimonas_faecalis	100.0	4.09	Butyricimonas_faecalis	41.9736222952632	complete	Metabat2	A_Nanopore_metaflye+polish	bin.39	Nanopore_metaflye	bin.39.fa	Nanopore	1.0	1.0	1.0	1524.0	2873.0	104.0	
48	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.4	1636	2	2	2	2	2	1	1	0	0	1650252	1650252	1650252	1650252	1650252	1257648	1257648	0	0	2	1257648	1650252	1257648	1257648	1	1	0.0	f__Lachnospiraceae (UID1286)	57	420	207	181	238	1	0	0	0	50.68	0.48	0.0	20.0	1	1	0	Roseburia_hominis	100.0	1.65	Roseburia_hominis	101.190221857025	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.4	Nanopore_metaflye	bin.4.fa	Nanopore	1.0	1.0	0.0	1528.0	2885.0	0.0	
49	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.42	6126	82	65	23	7	0	0	0	0	0	3162065	3060525	2082059	978894	0	0	0	0	0	82	176313	3162065	65082	33944	15	31	0.0	k__Bacteria (UID2329)	174	149	89	28	119	2	0	0	0	72.94	0.49	0.0	47.0	6	6	7	Fusobacterium_ulcerans	95.99	3.16	Fusobacterium_ulcerans	9.88713894243161	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.42	Nanopore_metaflye	bin.42.fa	Nanopore	3.0	4.0	4.0	1499.7	2901.3	92.8	
50	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.55	3952	3	3	3	3	3	3	2	0	0	4152510	4152510	4152510	4152510	4152510	4152510	3480888	0	0	3	1915192	4152510	1565696	1565696	2	2	0.0	o__Clostridiales (UID1226)	155	278	158	1	276	1	0	0	0	99.37	0.63	0.0	78.0	9	9	9	Lachnospiraceae_bacterium	46.121	4.15	Lachnospiraceae	578.768393333189	complete	Metabat2	A_Nanopore_metaflye+polish	bin.55	Nanopore_metaflye	bin.55.fa	Nanopore	1.0	2.0	1.0	1526.0	2959.0	99.0	
51	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.60	1228	5	5	4	3	2	1	0	0	0	1293953	1293953	1271443	1203381	1005021	606371	0	0	0	5	606371	1293953	398650	398650	2	2	0.0	k__Bacteria (UID203)	5449	104	58	68	36	0	0	0	0	55.17	0.0	0.0	15.0	1	1	1	Lachnospiraceae_bacterium	63.931	1.29	Lachnospiraceae_bacterium	151.814290781814	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.60	Nanopore_metaflye	bin.60.fa	Nanopore	1.0	1.0	1.0	1528.0	2883.0	99.0	
52	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.61	3502	43	42	27	13	1	0	0	0	0	3299265	3291238	2951481	1952653	270643	0	0	0	0	43	270643	3299265	106875	74199	11	20	2.64	o__Clostridiales (UID1226)	155	278	158	28	238	12	0	0	0	87.25	4.43	25.0	50.0	4	5	4	Blautia_sp.	83.036	3.3	Blautia_sp.	145.910632216569	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.61	Nanopore_metaflye	bin.61.fa	Nanopore	1.0	2.0	2.0	1528.0	2873.5	96.0	
53	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.68	3383	51	41	18	9	1	0	0	0	0	2951145	2884470	2310785	1661034	416949	0	0	0	0	51	416949	2951145	126119	51936	8	17	0.0	f__Enterobacteriaceae (UID5124)	134	1173	336	487	684	2	0	0	0	57.86	0.07	0.0	33.0	2	2	2	Klebsiella_pneumoniae	100.0	2.95	Klebsiella_pneumoniae	266.901981434325	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.68	Nanopore_metaflye	bin.68.fa	Nanopore	1.0	1.0	2.0	1539.0	2903.0	111.0	
54	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.69	1616	31	27	13	7	0	0	0	0	0	1832081	1811586	1496779	1129504	0	0	0	0	0	31	216939	1832081	136531	56152	6	11	0.0	c__Deltaproteobacteria (UID3218)	61	284	169	96	187	1	0	0	0	59.61	0.59	0.0	34.0	2	2	2	Desulfovibrio_vulgaris	70.369	1.83	Desulfovibrio_vulgaris	174.184278424371	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.69	Nanopore_metaflye	bin.69.fa	Nanopore	1.0	1.0	1.0	1548.0	2926.0	95.0	
55	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.72	1924	20	18	13	7	0	0	0	0	0	1724907	1709470	1604238	1130761	0	0	0	0	0	20	240194	1724907	126252	90183	5	9	0.0	o__Clostridiales (UID1226)	155	278	158	105	161	12	0	0	0	54.92	5.06	100.0	36.0	4	3	3	Blautia_sp.	22.551	1.72	Blautia	49.0948213439913	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.72	Nanopore_metaflye	bin.72.fa	Nanopore	1.0	1.0	2.0	1529.0	2888.0	99.0	
56	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.86	2183	8	8	7	5	1	1	1	0	0	2293125	2293125	2266674	2154139	1430885	1430885	1430885	0	0	8	1430885	2293125	1430885	210998	1	3	0.0	k__Bacteria (UID2569)	434	278	186	116	162	0	0	0	0	55.65	0.0	0.0	25.0	1	1	1	Odoribacter_splanchnicus	100.0	2.29	Odoribacter_splanchnicus	17.5968959389479	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.86	Nanopore_metaflye	bin.86.fa	Nanopore	1.0	1.0	1.0	1518.0	2876.0	94.0	
57	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.89	3639	10	10	9	8	8	4	0	0	0	4379753	4379753	4350241	4279173	4279173	2853727	0	0	0	10	799102	4379753	684190	471609	3	5	0.0	o__Bacteroidales (UID2657)	160	492	269	19	473	0	0	0	0	95.17	0.0	0.0	59.0	4	4	4	Bacteroides_uniformis	100.0	4.38	Bacteroides_uniformis	249.43227597538	complete	Metabat2	A_Nanopore_metaflye+polish	bin.89	Nanopore_metaflye	bin.89.fa	Nanopore	1.0	1.0	1.0	1523.0	2872.0	106.0	
58	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.90	1962	44	39	13	2	0	0	0	0	0	1760802	1729930	992489	213651	0	0	0	0	0	44	112209	1760802	54111	32090	11	21	0.0	k__Bacteria (UID2372)	131	177	106	83	94	0	0	0	0	53.43	0.0	0.0	34.0	0	0	0	Longibaculum_sp.	98.633	1.76	Longibaculum_sp.	79.5391526134114	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.90	Nanopore_metaflye	bin.90.fa	Nanopore	0.0	0.0	0.0				
59	A	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	A_Nanopore_metaflye+polish	bin.93	2147	7	7	7	7	4	1	0	0	0	2285058	2285058	2285058	2285058	1682697	672429	0	0	0	7	672429	2285058	321179	226173	3	5	0.0	o__Clostridiales (UID1226)	155	278	158	102	176	0	0	0	0	72.47	0.0	0.0	55.0	5	5	5	[Clostridium]_bolteae	44.212	2.29	[Clostridium]	110.683519630574	medium-quality	Metabat2	A_Nanopore_metaflye+polish	bin.93	Nanopore_metaflye	bin.93.fa	Nanopore	1.0	1.0	1.0	1529.0	2887.0	100.0	
60	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.105	1526	227	40	0	0	0	0	0	0	0	1552808	680525	0	0	0	0	0	0	0	227	36173	1552808	8029	4770	51	116	0.0	o__Clostridiales (UID1226)	155	278	158	110	163	5	0	0	0	60.12	1.27	100.0	10.0	0	0	0	unclassified_(taxid	25.459	1.55	unclassified	32.1655259375274	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.105	Nanopore_OPERA-MS	bin.105.fa	mNGS+Nanopore	0.0	0.0	0.0				
61	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.109	5509	270	174	28	6	0	0	0	0	0	6001831	5416492	2205071	696400	0	0	0	0	0	270	140928	6001831	35168	18266	48	109	0.0	k__Bacteria (UID203)	5449	103	57	65	35	3	0	0	0	59.65	3.51	100.0	25.0	0	0	0	Lachnoclostridium_sp.	62.508	6.0	Lachnoclostridium_sp.	22.0056754347132	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.109	Nanopore_OPERA-MS	bin.109.fa	mNGS+Nanopore	0.0	0.0	0.0				
62	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.118	3192	9	9	8	5	4	2	1	0	0	3452286	3452286	3432277	3227057	3065104	2295603	1758827	0	0	9	1758827	3452286	1758827	397690	1	3	0.0	f__Lachnospiraceae (UID1286)	57	420	207	2	414	4	0	0	0	99.46	1.05	0.0	64.0	3	3	2	Roseburia_hominis	97.121	3.45	Roseburia_hominis	95.5545626868689	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.118	Nanopore_OPERA-MS	bin.118.fa	mNGS+Nanopore	2.0	1.0	1.0	1443.5	2890.0	100.0	
63	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.120	2482	82	52	21	8	1	0	0	0	0	2894571	2726647	1993761	1212594	250542	0	0	0	0	82	250542	2894571	61369	36937	12	26	0.0	o__Clostridiales (UID1226)	155	278	158	114	163	1	0	0	0	66.46	0.63	0.0	39.0	0	0	0	Blautia_sp.	80.167	2.89	Blautia_sp.	28.034271054329	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.120	Nanopore_OPERA-MS	bin.120.fa	mNGS+Nanopore	0.0	0.0	0.0				
64	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.123	4714	354	162	9	3	0	0	0	0	0	4977319	3896735	801951	381079	0	0	0	0	0	354	148647	4977319	20366	10896	66	147	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	256	892	14	0	0	0	82.37	1.41	42.86	22.0	0	0	2	Klebsiella_oxytoca	86.643	4.98	Klebsiella_oxytoca	12.7170549044576	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.123	Nanopore_OPERA-MS	bin.123.fa	mNGS+Nanopore	0.0	0.0	2.0	0.0	0.0	110.5	
65	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.135	1070	172	27	0	0	0	0	0	0	0	1114430	360284	0	0	0	0	0	0	0	172	18946	1114430	7427	5047	51	96	0.0	o__Lactobacillales (UID375)	177	350	163	132	216	2	0	0	0	55.53	0.41	100.0	17.0	0	0	1	Weissella_confusa	99.695	1.11	Weissella_confusa	10.4999120626688	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.135	Nanopore_OPERA-MS	bin.135.fa	mNGS+Nanopore	0.0	0.0	1.0	0.0	0.0	109.0	
66	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.136	2913	121	84	15	1	0	0	0	0	0	2986550	2754827	1119605	146419	0	0	0	0	0	121	146419	2986550	38249	20708	24	50	0.0	o__Rhizobiales (UID3654)	92	481	319	11	466	4	0	0	0	98.42	0.47	0.0	20.0	0	0	1	Methylovirgula_ligni	94.077	2.99	Methylovirgula_ligni	13.5411866534965	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.136	Nanopore_OPERA-MS	bin.136.fa	mNGS+Nanopore	0.0	0.0	1.0	0.0	0.0	110.0	
67	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.137	885	7	7	5	3	2	0	0	0	0	1019706	1019706	965430	798855	592804	0	0	0	0	7	320085	1019706	272719	206051	2	3	0.0	k__Bacteria (UID203)	5449	104	58	68	36	0	0	0	0	55.17	0.0	0.0	26.0	0	0	0	Collinsella_aerofaciens	100.0	1.02	Collinsella_aerofaciens	84.9166416594587	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.137	Nanopore_OPERA-MS	bin.137.fa	mNGS+Nanopore	0.0	0.0	0.0				
68	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.140	1120	5	3	3	3	2	1	0	0	0	1285840	1274077	1274077	1274077	1171524	791939	0	0	0	5	791939	1285840	791939	379585	1	2	0.16	k__Bacteria (UID203)	5449	103	57	68	35	0	0	0	0	54.39	0.0	0.0	18.0	0	0	0	Lachnospiraceae_bacterium	61.589	1.29	Lachnospiraceae_bacterium	68.7961589311267	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.140	Nanopore_OPERA-MS	bin.140.fa	mNGS+Nanopore	0.0	0.0	0.0				
69	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.142	1489	35	31	17	4	0	0	0	0	0	1764497	1738085	1385830	492734	0	0	0	0	0	35	151511	1764497	68082	51930	9	16	0.0	p__Actinobacteria (UID2112)	31	211	124	13	198	0	0	0	0	98.39	0.0	0.0	39.0	0	0	0	Collinsella_aerofaciens	88.506	1.76	Collinsella_aerofaciens	15.4397026461365	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.142	Nanopore_OPERA-MS	bin.142.fa	mNGS+Nanopore	0.0	0.0	0.0				
70	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.15	1366	4	4	4	4	2	1	0	0	0	1524560	1524560	1524560	1524560	1207030	904460	0	0	0	4	904460	1524560	904460	302570	1	2	0.13	k__Bacteria (UID203)	5449	103	57	65	38	0	0	0	0	57.89	0.0	0.0	27.0	2	2	1	Blautia_sp.	88.691	1.52	Blautia_sp.	95.3603518392192	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.15	Nanopore_OPERA-MS	bin.15.fa	mNGS+Nanopore	2.0	2.0	1.0	1502.5	2826.0	100.0	
71	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.150	1792	382	25	0	0	0	0	0	0	0	1988917	320042	0	0	0	0	0	0	0	382	17780	1988917	5468	3923	122	229	0.0	k__Bacteria (UID203)	5449	104	58	70	34	0	0	0	0	52.59	0.0	0.0		0	0	0	unclassified_(taxid	36.481	1.99	unclassified	7.11881139333617	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.150	Nanopore_OPERA-MS	bin.150.fa	mNGS+Nanopore	0.0	0.0	0.0				
72	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.157	2627	37	36	24	8	2	0	0	0	0	2929539	2925859	2594196	1463492	587138	0	0	0	0	37	305442	2929539	96752	68389	9	18	0.0	o__Clostridiales (UID1226)	155	278	158	4	274	0	0	0	0	98.1	0.0	0.0	44.0	0	0	0	Blautia_sp.	80.475	2.93	Blautia_sp.	22.2242786322353	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.157	Nanopore_OPERA-MS	bin.157.fa	mNGS+Nanopore	0.0	0.0	0.0				
73	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.166	2715	47	42	25	8	1	0	0	0	0	3090986	3057649	2551571	1306269	258266	0	0	0	0	47	258266	3090986	87135	57214	11	21	0.0	k__Bacteria (UID209)	5443	104	58	0	104	0	0	0	0	100.0	0.0	0.0	33.0	0	0	3	Cloacibacillus_porcorum	92.346	3.09	Cloacibacillus_porcorum	30.2933170839337	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.166	Nanopore_OPERA-MS	bin.166.fa	mNGS+Nanopore	0.0	0.0	2.0	0.0	0.0	98.5	
74	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.17	3583	15	15	12	10	5	3	1	0	0	4239264	4239264	4156606	4018306	3169206	2528992	1087997	0	0	15	1087997	4239264	649045	249301	3	6	0.05	k__Bacteria (UID2569)	434	278	186	1	277	0	0	0	0	99.46	0.0	0.0	56.0	3	3	4	Odoribacter_splanchnicus	100.0	4.24	Odoribacter_splanchnicus	15.5835366705164	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.17	Nanopore_OPERA-MS	bin.17.fa	mNGS+Nanopore	2.0	2.0	1.0	1505.5	2867.0	99.0	
75	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.175	1137	7	7	6	2	1	1	0	0	0	1316747	1316747	1272856	1009003	824731	824731	0	0	0	7	824731	1316747	824731	184272	1	2	0.0	k__Bacteria (UID203)	5449	103	57	68	35	0	0	0	0	52.63	0.0	0.0	20.0	0	0	0	[Clostridium]_bolteae	76.628	1.32	[Clostridium]_bolteae	87.0904296725187	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.175	Nanopore_OPERA-MS	bin.175.fa	mNGS+Nanopore	0.0	0.0	0.0				
76	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.176	3323	523	92	0	0	0	0	0	0	0	3625645	1445352	0	0	0	0	0	0	0	523	33118	3625645	8016	5020	134	277	0.0	k__Bacteria (UID203)	5449	103	57	59	44	0	0	0	0	61.74	0.0	0.0	27.0	0	0	0	[Clostridium]_bolteae	27.801	3.63	[Clostridium]	13.1505991347746	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.176	Nanopore_OPERA-MS	bin.176.fa	mNGS+Nanopore	0.0	0.0	0.0				
77	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.20	3337	13	13	12	11	6	3	0	0	0	3959223	3959223	3914639	3831637	2928724	1807791	0	0	0	13	649383	3959223	477738	217896	4	7	0.0	k__Bacteria (UID2569)	434	278	186	1	276	1	0	0	0	99.46	0.54	0.0	57.0	5	5	5	Butyricimonas_faecalis	100.0	3.96	Butyricimonas_faecalis	40.3535809930383	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.20	Nanopore_OPERA-MS	bin.20.fa	mNGS+Nanopore	2.0	3.0	1.0	1527.0	2832.3	104.0	
78	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.22	1973	4	4	4	4	2	2	1	0	0	2169893	2169893	2169893	2169893	1838246	1838246	1250559	0	0	4	1250559	2169893	1250559	587687	1	2	0.05	p__Proteobacteria (UID3887)	1487	255	158	12	242	1	0	0	0	93.67	0.11	0.0	49.0	5	5	5	Burkholderiales_bacterium	100.0	2.17	Burkholderiales_bacterium	50.5971958064292	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.22	Nanopore_OPERA-MS	bin.22.fa	mNGS+Nanopore	1.0	1.0	1.0	1537.0	2883.0	103.0	
79	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.25	2466	6	6	5	4	3	3	0	0	0	2659400	2659400	2609884	2531243	2317887	2317887	0	0	0	6	890740	2659400	741617	685530	2	3	0.04	o__Clostridiales (UID1226)	155	278	158	23	255	0	0	0	0	89.24	0.0	0.0	44.0	2	2	0	[Clostridium]_bolteae	55.526	2.66	[Clostridium]	406.166413852749	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.25	Nanopore_OPERA-MS	bin.25.fa	mNGS+Nanopore	1.0	1.0	0.0	1526.0	2882.0	0.0	
80	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.32	2156	8	8	5	5	4	1	1	0	0	2296621	2296621	2217705	2217705	2108186	1013227	1013227	0	0	8	1013227	2296621	474623	324339	2	3	0.0	o__Clostridiales (UID1212)	172	263	149	2	259	2	0	0	0	98.66	1.34	0.0	49.0	2	2	0	Anaerotignum_propionicum	44.118	2.3	Anaerotignum	361.534755190343	complete	Metabat2	A_Nanopore_OPERA-MS+polish	bin.32	Nanopore_OPERA-MS	bin.32.fa	mNGS+Nanopore	1.0	1.0	0.0	1527.0	2887.0	0.0	
81	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.33	4758	73	65	31	18	5	1	0	0	0	6188216	6147878	5326691	4397085	2388733	811611	0	0	0	73	811611	6188216	194432	91289	9	21	0.05	g__Bacteroides (UID2691)	33	839	309	54	741	37	7	0	0	94.74	5.28	34.48	58.0	4	4	4	Bacteroides_ovatus	83.573	6.19	Bacteroides_ovatus	79.4679460122271	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.33	Nanopore_OPERA-MS	bin.33.fa	mNGS+Nanopore	2.0	4.0	1.0	1525.5	2864.8	106.0	
82	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.44	3411	100	58	19	2	0	0	0	0	0	2608152	2378719	1347418	276491	0	0	0	0	0	100	146855	2608152	50406	28247	19	36	0.04	f__Lachnospiraceae (UID1286)	57	420	207	137	282	1	0	0	0	67.5	0.48	0.0	18.0	0	0	0	Roseburia_intestinalis	98.664	2.61	Roseburia_intestinalis	5.75741751247627	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.44	Nanopore_OPERA-MS	bin.44.fa	mNGS+Nanopore	0.0	0.0	0.0				
83	A	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	A_Nanopore_OPERA-MS+polish	bin.45	1746	4	3	3	3	2	2	1	0	0	2210138	2205017	2205017	2205017	2091337	2091337	1159903	0	0	4	1159903	2210138	1159903	931434	1	2	0.0	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	55.17	0.0	0.0	64.0	3	3	3	Bacteroides_uniformis	94.625	2.21	Bacteroides_uniformis	235.053588056492	medium-quality	Metabat2	A_Nanopore_OPERA-MS+polish	bin.45	Nanopore_OPERA-MS	bin.45.fa	mNGS+Nanopore	1.0	1.0	1.0	1527.0	2874.0	105.0	
