accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000170035.1	3	98.78	2.18	704	g__Streptococcus (UID576)	251	82.61	1860713	86.0838616672	38	855381	39.5733258571	2161512	RS_GCF_001457635.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	not type material	none	f	5	5	441711	441711	66300	5	2897	ABAA01000011.1	741	2	117	ABAA01000037.1	2897	5350	0	100	ABAA01000011.62876.65779	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae SP6-BS73	56881	56881	t	f	f	138199	138199	Contig	ASM17003v1	n/a	PRJNA17959	SAMN02393744	38	138199	none	2007-5-22	GCA_000170035.1	none	full	none	none	none	0	0	Streptococcus pneumoniae SP6-BS73	2507	na	4	none	none	none	none	none	2007/05/22	0	1313	2	SP6-BS73	Center for Genomic Sciences, Allegheny-Singer Research Institute	406557	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae SP6-BS73	0	2161512	11	44	none	2161512	0	ABAA00000000.1	2234	38	40775	2	1265	2318	0	99.763	3290660	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1264	ABAA01000016.1	1264	2335	0	100	JFJJ01000047.3333.4895	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae	0	20	41	0
GB_GCA_000170095.1	6	97.66	1.3	761	g__Streptococcus (UID584)	238	75	1829440	85.2371973444	49	849731	39.5907443879	2146293	RS_GCF_001457635.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	not type material	none	f	7	7	268727	268727	14000	1	2897	ABAD01000031.1	14000	1	108	ABAD01000031.1	2897	5350	0	100	MLFY01000034.2398.5301	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae	43801	43801	t	f	f	109217	109217	Contig	ASM17009v1	n/a	PRJNA17965	SAMN02393747	49	109217	none	2007-5-18	GCA_000170095.1	none	full	none	none	none	0	0	Streptococcus pneumoniae SP14-BS69	2807	na	3	none	none	none	none	none	2007/05/18	0	1313	1	SP14-BS69	Center for Genomic Sciences, Allegheny-Singer Research Institute	406560	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae SP14-BS69	0	2146293	11	36	none	2146293	0	ABAD00000000.1	2539	49	14000	1	1543	2837	0	99.87	3290660	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1542	ABAD01000031.1	1542	2848	0	100	FQ312030.1892972.1894517	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae INV104	0	20	35	0
GB_GCA_000170135.1	8	99.52	1.68	761	g__Streptococcus (UID584)	238	93.33	1837562	86.0556600937	30	845391	39.5910195709	2135318	RS_GCF_001457635.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	not type material	none	f	4	4	398503	398503	183632	1	2897	ABAF01000005.1	94600	2	108	ABAF01000008.1	2897	5350	0	100	MLGA01000019.320.3223	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae	71177	71177	t	f	f	197644	197644	Contig	ASM17013v1	n/a	PRJNA17969	SAMN02393749	30	197644	none	2007-5-18	GCA_000170135.1	none	full	none	none	none	0	0	Streptococcus pneumoniae SP19-BS75	2480	na	4	none	none	none	none	none	2007/05/18	0	1313	1	SP19-BS75	Center for Genomic Sciences, Allegheny-Singer Research Institute	406562	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae SP19-BS75	0	2135318	11	36	none	2135318	0	ABAF00000000.1	2202	30	183632	1	1543	2826	0	99.741	3290660	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1542	ABAF01000005.1	1542	2848	0	100	CP003357.33917.35470	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae ST556	0	20	36	0
GB_GCA_000170815.1	0	99.62	0	496	s__algicola (UID2847)	263	0	2877456	89.5281150582	25	1094123	34.0421434183	3214025	GB_GCA_000170815.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__HC6-5 sp000170815	not type material	none	f	4	4	584243	584243	7258	5	2813	ABCO01000018.1	7258	4	103	ABCO01000018.1	2811	5192	0	100	ABCO01000002.396870.399687	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia;unidentified eubacterium SCB49	128561	128561	t	f	f	366854	366854	Contig	ASM17081v1	n/a	PRJNA19389	SAMN02981237	25	366854	none	2007-06-21	GCA_000170815.1	none	full	none	none	none	0	0	unidentified eubacterium SCB49	2948	na	5	none	none	none	none	none	2007/06/21	0	50743	4	SCB49	Moore Foundation	50743	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;x__environmental samples;s__unidentified eubacterium SCB49	0	3214025	11	38	none	3214025	0	ABCO00000000.1	2904	25	142904	5	1515	2798	0	100	240392	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__	1515	ABCO01000011.1	1515	2798	0	100	ABCO01000011.43590.45108	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;unidentified eubacterium SCB49	0	20	42	0
GB_GCA_000171035.2	2	96.37	0.49	1171	g__Bacillus (UID902)	324	33.33	4664089	84.139061319	86	1949480	35.1681703416	5543310	RS_GCF_001883995.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A paranthracis	not type material	none	f	9	9	619721	619721	323114	16	2918	ABDL02000002.1	16132	14	109	ABDL02000045.1	2918	5384	0	99.966	MLKH01000049.1533.4462	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	64457	64457	t	f	f	185907	185907	Contig	ASM17103v2	n/a	PRJNA19957	SAMN02436290	86	185907	none	2008-10-6	GCA_000171035.2	none	full	none	none	none	6	2	Bacillus cereus H3081.97	5401	na	31	none	none	none	none	none	2008/10/06	0	1396	8	H3081.97	TIGR	451708	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus H3081.97	0	5543310	11	90	none	5543310	0	ABDL00000000.2	5656	86	51618	14	1549	2817	0	99.484	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	ABDL02000032.1	1549	2850	0	99.871	LQZZ01000360.19293.20848	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	0	20	91	0
GB_GCA_000172255.1	0	100	7.42	235	f__Spirochaetaceae (UID2512)	124	100	1533488	85.2715643937	252	510738	28.400240664	1798358	RS_GCF_000008685.2	f	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	not type material	none	f	8	8	188762	188762	6283	5	2923	ABJU01000042.1	6283	2	104	ABJU01000042.1	2923	5398	0	100	ABJU01000042.71.2997	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borreliella;Borrelia burgdorferi 80a	7136	7136	f	f	t	35820	35820	Contig	JCVI-gbb80a-v1.0	n/a	PRJNA28623	SAMN02436320	252	35820	none	2008-02-06	GCA_000172255.1	none	full	none	none	none	0	0	Borrelia burgdorferi 80a	0	na	0	none	none	none	none	none	2008/02/06	0	139	0	80a	J. Craig Venter Institute	498736	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi;x__Borreliella burgdorferi 80a	0	1798358	none	0	none	1798358	0	ABJU00000000.1	1996	252	51018	2	1532	2774	0	99.347	4301713	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__[Borreliales];f__[Borreliaceae];g__Borrelia;s__	1532	ABJU01000007.1	1532	2830	0	100	CP009656.444544.446086	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borreliella;Borreliella burgdorferi (Lyme disease spirochete)	0	17	27	0
GB_GCA_000172955.1	0	98.28	0.1	618	g__Helicobacter (UID3132)	246	0	1490604	90.3823077683	73	639332	38.7656960468	1649221	RS_GCF_900478295.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	not type material	none	f	10	10	226574	226574	4507	1	2882	ABSY01000052.1	none	0	none	none	2882	5323	0	100	LAQK01000025.973.3858	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori	22592	22592	f	f	t	42941	42941	Contig	ASM17295v1	n/a	PRJNA30397	SAMN02472068	73	42941	none	2008-12-9	GCA_000172955.1	none	full	none	none	none	0	0	Helicobacter pylori B128	1731	na	3	none	none	none	none	none	2008/12/09	0	210	1	B128	Vanderbilt University School of Medicine	544406	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;x__Helicobacter pylori B128	0	1649221	11	36	none	1649221	0	ABSY00000000.1	1782	73	70725	1	1503	2710	0	99.268	4310109	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori	1500	ABSY01000006.1	1501	2760	0	99.867	CP007603.1242133.1243639	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori J166	0	20	36	0
GB_GCA_000173155.1	0	99.71	0.38	876	f__Enterobacteriaceae (UID5054)	305	0	4165723	86.3686811231	741	2508411	52.0073345694	4823187	RS_GCF_900129615.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum	not type material	none	f	46	46	102016	102016	2624	2	2536	ABVY01000206.1	119	1	110	ABVY01000511.1	2536	4684	0	100	ABVY01000206.1.2550	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pectobacterium;Pectobacterium carotovorum subsp. carotovorum WPP14	6509	6509	t	f	f	37002	37002	Contig	ASM17315v1	n/a	PRJNA31123	SAMN02472006	741	37002	none	2008-9-9	GCA_000173155.1	none	full	none	none	none	0	0	Pectobacterium carotovorum subsp. carotovorum WPP14	0	na	0	none	none	none	none	none	2008/09/09	0	554	0	WPP14	University of Wisconsin	558270	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum;sb__Pectobacterium carotovorum subsp. carotovorum;x__Pectobacterium carotovorum subsp. carotovorum WPP14	0	4823187	none	0	none	4823187	0	ABVY00000000.1	4851	741	1653	1	1532	2756	0	99.151	66723	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__chrysanthemi	1537	ABVY01000217.1	1537	2828	0	99.87	JUJS01000003.766105.767657	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pectobacterium;Pectobacterium carotovorum subsp. carotovorum	0	19	54	0
GB_GCA_000173575.1	0	98.89	0.6	769	g__Burkholderia (UID4006)	248	0	6778827	85.8801847732	310	4962621	62.8708784631	7893354	GB_GCA_000173575.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp000173575	not type material	none	f	50	50	238663	238663	7924	2	3779	ABYL01000220.1	2778	1	107	ABYL01000289.1	3781	6900	0	99.656	JSAC01000034.6711.10495	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces cerevisiae (baker's yeast)	25462	25462	t	f	f	44876	44876	Contig	ASM17357v1	n/a	PRJNA29197	SAMN00001867	310	44876	none	2008-10-15	GCA_000173575.1	none	full	none	none	none	0	0	Burkholderia sp. H160	7460	na	1	none	none	none	none	none	2008/10/15	0	516466	1	H160	US DOE Joint Genome Institute (JGI-PGF)	516466	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp. H160	0	7893354	11	52	none	7893354	0	ABYL00000000.1	7416	310	7924	2	105	122	4.75e-26	87.619	1077608	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__;g__;s__	1794	ABYL01000220.1	1796	3299	0	99.833	Z75578.1.1800	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae (baker's yeast)	0	19	51	0
GB_GCA_000174995.1	3	98.69	0	455	o__Chlamydiales (UID2994)	185	0	970490	90.6209818915	5	430896	40.2356830045	1070933	RS_GCF_000006685.1	f	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia muridarum	not type material	none	f	1	1	912347	912347	258	1	250	ACOW01000002.1	17084	2	109	ACOW01000003.1	274	351	1.4e-95	91.241	CP009608.135629.138575	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydia muridarum	214186	214186	f	f	t	912347	912347	Contig	ASM17499v1	n/a	PRJNA38161	SAMN02436017	5	912347	none	2009-6-4	GCA_000174995.1	none	full	none	none	none	0	0	Chlamydia muridarum str. Weiss	0	na	0	none	none	none	none	none	2009/06/04	0	83560	0	Weiss	UMIGS	647227	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia muridarum	d__Bacteria;x__PVC group;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;x__Chlamydia/Chlamydophila group;g__Chlamydia;s__Chlamydia muridarum;x__Chlamydia muridarum str. Weiss	0	1070933	none	0	none	1070933	0	ACOW00000000.1	929	5	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	20	37	0
GB_GCA_000175395.2	0	97.93	0	404	g__Clostridium (UID1380)	145	0	2170649	85.416720774	21	704494	27.7223850033	2541246	RS_GCF_003614235.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H novyi_A	not type material	none	f	1	1	1452319	1452319	6620	14	2901	ACSJ01000010.1	442807	12	111	ACSJ01000001.1	2901	5358	0	100	ACSJ01000010.2089.4994	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium;Clostridium botulinum D str. 1873	121011	121011	t	f	f	1452319	1452319	Contig	ASM17539v2	n/a	PRJNA33173	SAMN02470277	21	1452319	Chad	2009-07-10	GCA_000175395.2	none	full	none	ham	none	2	5	Clostridium botulinum D str. 1873	2381	na	26	none	none	none	none	none	2009/07/10	0	1491	7	1873	Los Alamos National Laboratory	592027	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum;x__Clostridium botulinum D;x__Clostridium botulinum D str. 1873	0	2541246	11	89	none	2541246	0	ACSJ00000000.1	2359	21	16835	14	1510	2739	0	99.404	2850749	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	1510	ACSJ01000003.1	1510	2737	0	99.404	CP002410.2701084.2702595	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 7;Clostridium botulinum BKT015925	0	20	89	0
GB_GCA_000175915.1	21	99.71	0.1	275	c__Gammaproteobacteria (UID4201)	174	0	2326026	86.0654045362	88	1176747	43.5412130149	2702626	RS_GCF_005518075.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A osloensis_A	not type material	none	f	10	10	308473	308473	3097	1	2855	ACYI01000006.1	3097	1	108	ACYI01000006.1	2855	5273	0	100	ACYI01000006.217.3084	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Enhydrobacter aerosaccus SK60	30711	30711	t	f	f	91841	91841	Contig	ASM17591v1	n/a	PRJNA31335	SAMN00001413	88	91841	none	2009-9-8	GCA_000175915.1	none	full	none	none	none	0	1	Enhydrobacter aerosaccus SK60	2573	na	3	none	none	none	none	none	2009/09/08	0	225324	1	SK60	J. Craig Venter Institute	553217	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Enhydrobacter;s__Enhydrobacter aerosaccus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;x__unclassified Rhodospirillales;g__Enhydrobacter;s__Enhydrobacter aerosaccus;x__Enhydrobacter aerosaccus SK60	0	2702626	11	39	none	2702626	0	ACYI00000000.1	2396	88	1767	1	1527	2820	0	100	484436	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__	1527	ACYI01000081.1	1527	2804	0	99.804	LZMT01000013.1.1544	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;Moraxella osloensis	0	19	39	0
GB_GCA_000176315.1	0	98.93	0	693	g__Mycobacterium (UID1816)	300	0	3954236	89.9644440966	130	2874500	65.3989277716	4395332	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	21	21	194242	194242	34264	1	3130	ADAB01000076.1	none	0	none	none	3130	5781	0	100	ADAB01000076.17716.20852	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis 210	33810	33810	f	f	t	75416	75416	Contig	ASM17631v1	n/a	PRJNA273	SAMN00010968	130	75416	none	2009-10-20	GCA_000176315.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis 210	0	na	0	none	none	none	none	none	2009/10/20	0	1773	0	210	TIGR	164513	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis 210	0	4395332	none	0	none	4395332	0	ADAB00000000.1	4256	130	34264	1	1529	2824	0	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1529	ADAB01000076.1	1529	2824	0	100	X58890.622.2157	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis	0	20	42	0
GB_GCA_000176455.1	0	78.17	0.55	1130	g__Vibrio (UID4878)	369	0	3085631	86.7405952083	269	1694030	47.6211091024	3557309	RS_GCF_001471585.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	not type material	none	f	56	56	74918	74918	22594	8	2733	ADAL01000269.1	22594	8	392	ADAL01000269.1	2733	5048	0	100	ADAL01000269.1.2740	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cholerae CT 5369-93	13224	13224	f	f	t	20588	20588	Contig	ASM17645v1	n/a	PRJNA40501	SAMN02393824	269	20588	none	2009-10-23	GCA_000176455.1	none	full	none	none	none	0	0	Vibrio cholerae CT 5369-93	2871	na	21	none	none	none	none	none	2009/10/23	0	666	2	CT 5369-93	Los Alamos National Laboratory (LANL), National Microbial Pathogen Data Resource (NMPDR)	675809	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae;x__Vibrio cholerae CT 5369-93	0	3557309	11	46	none	3557309	0	ADAL00000000.1	3446	269	2429	2	1539	2822	0	99.74	257615	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae;g__Vibrio;s__cholerae	1539	ADAL01000268.1	1536	2826	0	99.87	CP002555.148385.149920	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cholerae LMA3984-4	0	16	46	0
GB_GCA_000177215.2	0	100	0	280	c__Deltaproteobacteria (UID3217)	168	0	3701177	87.6709216969	5	2804761	66.4403868795	4221670	GB_GCA_000177215.2	t	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Solidesulfovibrio;s__Solidesulfovibrio sp000177215	not type material	none	f	1	1	3042016	4102695	4102695	3	2920	CM001368.1-#2	4102695	3	109	CM001368.1-#2	2920	5393	0	100	ADFE02000003.821010.823932	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. FW1012B	844294	1407223	t	f	f	3042016	4102695	Chromosome	ASM17721v2	n/a	PRJNA38043	SAMN02256536	5	3042016	none	2011-11-18	GCA_000177215.2	none	full	none	none	none	3	1	Desulfovibrio sp. FW1012B	none	na	9	none	none	none	none	none	2011/11/18	2	345370	3	FW1012B	US DOE Joint Genome Institute (JGI-PGF)	644968	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp. FW1012B	200	4221670	11	52	none	4221470	0	ADFE00000000.2	3741	3	4102695	3	none	none	none	none	none	none	1545	CM001368.1-#2	1530	2785	0	99.542	AHMC01000022.54308.55837	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. U5L	200	20	52	1
