sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline	tRNA_compare	rna.16S_compare	rna.5S_compare	rna.23S_compare	accession	checkm_completeness	checkm_contamination	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	ncbi_assembly_level	ncbi_date	ncbi_rrna_count	ncbi_trna_count
A_PacBio_metaflye	MetaBAT2	bin.82	PacBio_metaflye	PacBio	39.0	4	4	4	50.29	0.0	medium-quality	A_PacBio_metaflye+bin.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	PacBio_metaflye	0.78	0.5	0.4444444444444444	0.2666666666666666	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
B_Nanopore_OPERA-MS+polish	MetaBAT2	bin.100	Nanopore_OPERA-MS	mNGS+Nanopore	31.0	0	0	0	54.97	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.100	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	Nanopore_OPERA-MS	0.62	0.0	0.0	0.0	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
B_PacBio_OPERA-MS	MetaBAT2	bin.136	PacBio_OPERA-MS	mNGS+PacBio	38.0	0	0	0	69.59	0.0	medium-quality	B_PacBio_OPERA-MS+bin.136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	PacBio_OPERA-MS	0.76	0.0	0.0	0.0	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
A_Nanopore_OPERA-MS+polish	bin3C	bin0041	Nanopore_OPERA-MS	mNGS+Nanopore	32.0	0	0	0	99.42	0.0	complete	A_Nanopore_OPERA-MS+polish+bin0041	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	Nanopore_OPERA-MS	0.64	0.0	0.0	0.0	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
A_PacBio_metaflye	bin3C	bin024	PacBio_metaflye	PacBio	48.0	4	4	4	99.42	0.0	complete	A_PacBio_metaflye+bin024	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	PacBio_metaflye	0.96	0.5	0.4444444444444444	0.2666666666666666	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
A_PacBio_metaflye	bin3C	bin024	PacBio_metaflye	PacBio	48.0	4	4	4	99.42	0.0	complete	A_PacBio_metaflye+bin024	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	PacBio_metaflye	0.96	0.5	0.4444444444444444	0.2666666666666666	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
B_mNGS_metaSPAdes+polish	bin3C	bin032	mNGS_metaSPAdes	mNGS	37.0	2	2	1	99.42	0.0	complete	B_mNGS_metaSPAdes+polish+bin032	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	mNGS_metaSPAdes	0.74	0.25	0.1111111111111111	0.1333333333333333	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
B_PacBio_OPERA-MS	bin3C	bin040	PacBio_OPERA-MS	mNGS+PacBio	41.0	2	1	1	99.42	0.0	complete	B_PacBio_OPERA-MS+bin040	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	RS_GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	PacBio_OPERA-MS	0.82	0.25	0.1111111111111111	0.0666666666666666	RS_GCF_000153925.1	99.42	0.0	RS_GCF_000153925.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	Scaffold	2007-05-25	27	55
A_mNGS_metaSPAdes+polish	MetaBAT2	bin.15	mNGS_metaSPAdes	mNGS	24.0	0	0	2	62.85	0.0	medium-quality	A_mNGS_metaSPAdes+polish+bin.15	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	mNGS_metaSPAdes	0.4705882352941176	0.0	0.3333333333333333	0.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
A_PacBio_OPERA-MS	MetaBAT2	bin.31	PacBio_OPERA-MS	mNGS+PacBio	54.0	4	4	5	99.98	1.5	complete	A_PacBio_OPERA-MS+bin.31	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	PacBio_OPERA-MS	1.0588235294117647	4.0	0.8333333333333334	4.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_mNGS_metaSPAdes+polish	MetaBAT2	bin.68	mNGS_metaSPAdes	mNGS	34.0	0	0	0	58.68	0.3	medium-quality	B_mNGS_metaSPAdes+polish+bin.68	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	mNGS_metaSPAdes	0.6666666666666666	0.0	0.0	0.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_Nanopore_metaflye+polish	MetaBAT2	bin.88	Nanopore_metaflye	Nanopore	56.0	5	5	5	99.98	1.5	complete	B_Nanopore_metaflye+polish+bin.88	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_metaflye	1.0980392156862746	5.0	0.8333333333333334	5.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_Nanopore_OPERA-MS+polish	MetaBAT2	bin.21	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	4	4	4	99.98	1.5	complete	B_Nanopore_OPERA-MS+polish+bin.21	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_OPERA-MS	1.0588235294117647	4.0	0.6666666666666666	4.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_PacBio_metaflye	MetaBAT2	bin.55	PacBio_metaflye	PacBio	56.0	5	5	5	99.98	1.5	complete	B_PacBio_metaflye+bin.55	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	PacBio_metaflye	1.0980392156862746	5.0	0.8333333333333334	5.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_PacBio_metaflye	MetaBAT2	bin.55	PacBio_metaflye	PacBio	56.0	5	5	5	99.98	1.5	complete	B_PacBio_metaflye+bin.55	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	PacBio_metaflye	1.0980392156862746	5.0	0.8333333333333334	5.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_mNGS_metaSPAdes+polish	bin3C	bin045	mNGS_metaSPAdes	mNGS	50.0	1	1	0	99.98	1.57	complete	B_mNGS_metaSPAdes+polish+bin045	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	mNGS_metaSPAdes	0.9803921568627452	1.0	0.0	1.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_Nanopore_OPERA-MS+polish	bin3C	bin048	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	4	4	4	99.98	1.5	complete	B_Nanopore_OPERA-MS+polish+bin048	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_OPERA-MS	1.0588235294117647	4.0	0.6666666666666666	4.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
B_PacBio_OPERA-MS	bin3C	bin047	PacBio_OPERA-MS	mNGS+PacBio	55.0	4	4	4	99.98	1.5	complete	B_PacBio_OPERA-MS+bin047	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	RS_GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	PacBio_OPERA-MS	1.0784313725490196	4.0	0.6666666666666666	4.0	RS_GCF_003269275.1	99.98	1.5	RS_GCF_003269275.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Scaffold	2018-6-27	8	54
A_mNGS_metaSPAdes+polish	MetaBAT2	bin.164	mNGS_metaSPAdes	mNGS	17.0	0	0	1	54.3	0.41	medium-quality	A_mNGS_metaSPAdes+polish+bin.164	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	RS_GCF_001436895.1	GCF_001436895.1	44	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes	0.3863636363636363	0.0	0.5	0.0	RS_GCF_001436895.1	99.08	0.61	RS_GCF_001436895.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	Scaffold	2015-11-6	7	46
A_Nanopore_OPERA-MS+polish	MetaBAT2	bin.135	Nanopore_OPERA-MS	mNGS+Nanopore	17.0	0	0	1	55.53	0.41	medium-quality	A_Nanopore_OPERA-MS+polish+bin.135	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	RS_GCF_001436895.1	GCF_001436895.1	44	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS	0.3863636363636363	0.0	0.5	0.0	RS_GCF_001436895.1	99.08	0.61	RS_GCF_001436895.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	Scaffold	2015-11-6	7	46
A_PacBio_OPERA-MS	MetaBAT2	bin.142	PacBio_OPERA-MS	mNGS+PacBio	17.0	0	0	1	63.4	4.15	medium-quality	A_PacBio_OPERA-MS+bin.142	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	RS_GCF_001436895.1	GCF_001436895.1	44	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS	0.3863636363636363	0.0	0.5	0.0	RS_GCF_001436895.1	99.08	0.61	RS_GCF_001436895.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	Scaffold	2015-11-6	7	46
A_mNGS_metaSPAdes+polish	MetaBAT2	bin.167	mNGS_metaSPAdes	mNGS	33.0	0	0	2	50.3	0.0	medium-quality	A_mNGS_metaSPAdes+polish+bin.167	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	mNGS_metaSPAdes	0.6111111111111112	0.0	2.0	0.0	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_Nanopore_metaflye+polish	MetaBAT2	bin.33	Nanopore_metaflye	Nanopore	67.0	7	7	7	100.0	0.8	complete	A_Nanopore_metaflye+polish+bin.33	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	Nanopore_metaflye	1.2407407407407407	3.5	7.0	3.5	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_Nanopore_OPERA-MS+polish	MetaBAT2	bin.97	Nanopore_OPERA-MS	mNGS+Nanopore	41.0	0	0	2	77.54	0.2	medium-quality	A_Nanopore_OPERA-MS+polish+bin.97	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	Nanopore_OPERA-MS	0.7592592592592593	0.0	2.0	0.0	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_PacBio_OPERA-MS	MetaBAT2	bin.110	PacBio_OPERA-MS	mNGS+PacBio	39.0	3	3	4	87.72	0.2	medium-quality	A_PacBio_OPERA-MS+bin.110	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	PacBio_OPERA-MS	0.7222222222222222	1.5	4.0	1.5	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_mNGS_metaSPAdes+polish	bin3C	bin0039	mNGS_metaSPAdes	mNGS	44.0	1	2	4	100.0	0.8	complete	A_mNGS_metaSPAdes+polish+bin0039	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	mNGS_metaSPAdes	0.8148148148148148	0.5	4.0	1.0	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_Nanopore_OPERA-MS+polish	bin3C	bin0045	Nanopore_OPERA-MS	mNGS+Nanopore	66.0	3	3	5	100.0	0.8	complete	A_Nanopore_OPERA-MS+polish+bin0045	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	Nanopore_OPERA-MS	1.2222222222222223	1.5	5.0	1.5	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_PacBio_OPERA-MS	bin3C	bin0049	PacBio_OPERA-MS	mNGS+PacBio	63.0	5	5	6	100.0	0.8	complete	A_PacBio_OPERA-MS+bin0049	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	RS_GCF_000455225.1	GCF_000455225.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	1	PacBio_OPERA-MS	1.1666666666666667	2.5	6.0	2.5	RS_GCF_000455225.1	99.4	0.0	RS_GCF_000455225.1	t	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Scaffold	2013-8-20	5	55
A_mNGS_metaSPAdes+polish	MetaBAT2	bin.168	mNGS_metaSPAdes	mNGS	34.0	0	0	0	57.89	1.75	medium-quality	A_mNGS_metaSPAdes+polish+bin.168	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	mNGS_metaSPAdes	0.918918918918919	0.0	0.0	0.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
A_Nanopore_metaflye+polish	MetaBAT2	bin.116	Nanopore_metaflye	Nanopore	44.0	2	1	1	85.64	0.67	medium-quality	A_Nanopore_metaflye+polish+bin.116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	Nanopore_metaflye	1.1891891891891893	1.0	1.0	1.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
A_PacBio_metaflye	MetaBAT2	bin.40	PacBio_metaflye	PacBio	62.0	4	4	4	80.54	2.68	medium-quality	A_PacBio_metaflye+bin.40	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	PacBio_metaflye	1.6756756756756757	2.0	4.0	4.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
A_PacBio_metaflye	MetaBAT2	bin.40	PacBio_metaflye	PacBio	62.0	4	4	4	80.54	2.68	medium-quality	A_PacBio_metaflye+bin.40	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	PacBio_metaflye	1.6756756756756757	2.0	4.0	4.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
A_PacBio_OPERA-MS	MetaBAT2	bin.6	PacBio_OPERA-MS	mNGS+PacBio	34.0	4	4	4	57.89	0.0	medium-quality	A_PacBio_OPERA-MS+bin.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	PacBio_OPERA-MS	0.918918918918919	2.0	4.0	4.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
A_mNGS_metaSPAdes+polish	bin3C	bin0051	mNGS_metaSPAdes	mNGS	30.0	0	0	0	68.01	0.67	medium-quality	A_mNGS_metaSPAdes+polish+bin0051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	RS_GCF_000332875.2	GCF_000332875.2	37	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	mNGS_metaSPAdes	0.8108108108108109	0.0	0.0	0.0	RS_GCF_000332875.2	99.33	2.01	RS_GCF_000332875.2	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Scaffold	2013-1-29	4	51
